date;timestamp;TID;PID;loglevel;component;logmessage
04-23;10:36:21.099;638;663;I;DropBoxManagerService;add tag=system_server_wtf isTagEnabled=true flags=0x2
04-23;10:36:21.107;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187559} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;10:36:23.106;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;10:36:23.106;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;10:36:23.183;638;11659;I;DropBoxManagerService;add tag=platform_stats_bookmark isTagEnabled=true flags=0x2
04-23;10:36:23.185;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;10:36:23.185;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;10:36:38.231;638;2893;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187586} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (38 skipped)
04-23;10:41:26.755;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187587} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;10:41:36.824;638;707;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187594} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (14 skipped)
04-23;10:46:10.225;638;662;I;UsageStatsService;User[0] Flushing usage stats to disk
04-23;10:46:21.118;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187598} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (8 skipped)
04-23;10:46:21.126;638;663;I;DropBoxManagerService;add tag=system_server_wtf isTagEnabled=true flags=0x2
04-23;10:46:23.133;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;10:46:23.134;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;10:46:23.204;638;11659;I;DropBoxManagerService;add tag=platform_stats_bookmark isTagEnabled=true flags=0x2
04-23;10:46:23.206;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;10:46:23.207;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;10:46:38.256;638;11659;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187626} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (41 skipped)
04-23;10:52:41.539;638;671;W;BatteryExternalStatsWorker;error reading modem stats:ERROR_PHONE_NOT_AVAILABLE
04-23;10:56:21.154;638;663;I;DropBoxManagerService;add tag=system_server_wtf isTagEnabled=true flags=0x2
04-23;10:56:21.158;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187629} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;10:56:23.161;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;10:56:23.162;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;10:56:23.234;638;4763;I;DropBoxManagerService;add tag=platform_stats_bookmark isTagEnabled=true flags=0x2
04-23;10:56:23.237;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;10:56:23.237;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;10:56:38.280;638;11659;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187658} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (38 skipped)
04-23;11:01:09.481;638;9579;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187659} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;11:01:10.169;638;4763;D;ActivityManager;sync unfroze 7641 com.google.android.gms.unstable
04-23;11:01:10.191;638;11659;D;ActivityManager;sync unfroze 17343 com.google.process.gservices
04-23;11:01:24.596;638;4763;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187675} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (35 skipped)
04-23;11:06:10.355;638;662;I;UsageStatsService;User[0] Flushing usage stats to disk
04-23;11:06:21.165;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187679} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (11 skipped)
04-23;11:06:21.186;638;663;I;DropBoxManagerService;add tag=system_server_wtf isTagEnabled=true flags=0x2
04-23;11:06:21.548;638;662;I;ProcessStatsService;Pruning old procstats: /data/system/procstats/state-2023-04-22-08-02-23.bin
04-23;11:06:23.193;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;11:06:23.194;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;11:06:23.261;638;9579;I;DropBoxManagerService;add tag=platform_stats_bookmark isTagEnabled=true flags=0x2
04-23;11:06:23.263;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;11:06:23.263;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;11:06:38.310;638;4763;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187707} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (41 skipped)
04-23;11:10:16.832;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187708} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;11:10:26.900;638;707;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187715} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (14 skipped)
04-23;11:11:17.021;638;715;D;ActivityManager;froze 7641 com.google.android.gms.unstable
04-23;11:11:17.028;638;715;D;ActivityManager;froze 17343 com.google.process.gservices
04-23;11:13:36.989;638;9579;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187719} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (8 skipped)
04-23;11:16:21.224;638;663;I;DropBoxManagerService;add tag=system_server_wtf isTagEnabled=true flags=0x2
04-23;11:16:21.238;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187721} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (5 skipped)
04-23;11:16:23.232;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;11:16:23.233;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;11:16:23.301;638;9579;I;DropBoxManagerService;add tag=platform_stats_bookmark isTagEnabled=true flags=0x2
04-23;11:16:23.303;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;11:16:23.303;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;11:16:38.356;638;2893;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187748} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (38 skipped)
04-23;11:20:17.687;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187749} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;11:20:17.698;638;752;D;CompatibilityChangeReporter;"Compat change id reported: 135634846; UID 10020; state: DISABLED"
04-23;11:20:17.698;638;752;D;CompatibilityChangeReporter;"Compat change id reported: 177438394; UID 10020; state: DISABLED"
04-23;11:20:17.698;638;752;D;CompatibilityChangeReporter;"Compat change id reported: 135772972; UID 10020; state: DISABLED"
04-23;11:20:17.699;638;752;D;CompatibilityChangeReporter;"Compat change id reported: 135754954; UID 10020; state: ENABLED"
04-23;11:20:17.699;638;664;D;CompatibilityChangeReporter;"Compat change id reported: 143937733; UID 10020; state: ENABLED"
04-23;11:20:17.713;638;664;I;ActivityManager;Start proc 9153:com.android.providers.calendar/u0a20 for content provider {com.android.providers.calendar/com.android.providers.calendar.CalendarProvider2}
04-23;11:20:17.751;638;9579;D;CompatibilityChangeReporter;"Compat change id reported: 168419799; UID 10020; state: DISABLED"
04-23;11:20:17.828;638;752;D;CompatibilityChangeReporter;"Compat change id reported: 143231523; UID 1000; state: DISABLED"
04-23;11:20:17.832;638;9579;D;CompatibilityChangeReporter;"Compat change id reported: 143231523; UID 10020; state: DISABLED"
04-23;11:22:41.569;638;671;W;BatteryExternalStatsWorker;error reading modem stats:ERROR_PHONE_NOT_AVAILABLE
04-23;11:26:10.477;638;662;I;UsageStatsService;User[0] Flushing usage stats to disk
04-23;11:26:21.248;638;663;I;DropBoxManagerService;add tag=system_server_wtf isTagEnabled=true flags=0x2
04-23;11:26:21.258;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187755} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (8 skipped)
04-23;11:26:23.257;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;11:26:23.258;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;11:26:23.327;638;9579;I;DropBoxManagerService;add tag=platform_stats_bookmark isTagEnabled=true flags=0x2
04-23;11:26:23.330;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;11:26:23.330;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;11:26:38.377;638;9579;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187784} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (38 skipped)
04-23;11:36:21.273;638;663;I;DropBoxManagerService;add tag=system_server_wtf isTagEnabled=true flags=0x2
04-23;11:36:21.280;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187785} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;11:36:23.281;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;11:36:23.282;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;11:36:23.357;638;9579;I;DropBoxManagerService;add tag=platform_stats_bookmark isTagEnabled=true flags=0x2
04-23;11:36:23.365;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;11:36:23.368;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;11:36:38.412;638;9579;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187812} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (38 skipped)
04-23;11:38:01.640;638;2831;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187813} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;11:38:16.702;638;9579;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187814} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;11:39:06.903;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187815} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;11:39:06.906;638;663;I;ActivityManager;Killing 4527:com.android.vending/u0a51 (adj 995): empty for 12155s
04-23;11:39:16.943;638;707;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187823} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (17 skipped)
04-23;11:46:10.638;638;662;I;UsageStatsService;User[0] Flushing usage stats to disk
04-23;11:46:21.286;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187827} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (8 skipped)
04-23;11:46:21.298;638;663;I;DropBoxManagerService;add tag=system_server_wtf isTagEnabled=true flags=0x2
04-23;11:46:23.307;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;11:46:23.307;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;11:46:23.368;638;2831;I;DropBoxManagerService;add tag=platform_stats_bookmark isTagEnabled=true flags=0x2
04-23;11:46:23.371;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;11:46:23.371;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;11:46:38.421;638;2831;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187855} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (41 skipped)
04-23;11:49:07.011;638;715;D;ActivityManager;froze 9153 com.android.providers.calendar
04-23;11:52:41.590;638;671;W;BatteryExternalStatsWorker;error reading modem stats:ERROR_PHONE_NOT_AVAILABLE
04-23;11:56:21.325;638;663;I;DropBoxManagerService;add tag=system_server_wtf isTagEnabled=true flags=0x2
04-23;11:56:21.330;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187858} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;11:56:23.331;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;11:56:23.331;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;11:56:23.406;638;4763;I;DropBoxManagerService;add tag=platform_stats_bookmark isTagEnabled=true flags=0x2
04-23;11:56:23.408;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;11:56:23.408;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;11:56:38.461;638;4007;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187887} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (38 skipped)
04-23;12:06:10.796;638;662;I;UsageStatsService;User[0] Flushing usage stats to disk
04-23;12:06:21.342;638;663;I;DropBoxManagerService;add tag=system_server_wtf isTagEnabled=true flags=0x2
04-23;12:06:21.346;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187888} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;12:06:23.349;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;12:06:23.350;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;12:06:23.415;638;4763;I;DropBoxManagerService;add tag=platform_stats_bookmark isTagEnabled=true flags=0x2
04-23;12:06:23.418;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;12:06:23.418;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;12:06:38.469;638;4763;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187915} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (38 skipped)
04-23;12:07:56.974;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187916} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;12:08:07.026;638;707;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187923} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (14 skipped)
04-23;12:13:37.082;638;4763;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187927} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (8 skipped)
04-23;12:16:21.352;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187929} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (5 skipped)
04-23;12:16:21.364;638;663;I;DropBoxManagerService;add tag=system_server_wtf isTagEnabled=true flags=0x2
04-23;12:16:23.372;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;12:16:23.373;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;12:16:23.440;638;4763;I;DropBoxManagerService;add tag=platform_stats_bookmark isTagEnabled=true flags=0x2
04-23;12:16:23.442;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;12:16:23.443;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;12:16:38.492;638;2831;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187957} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (41 skipped)
04-23;12:22:41.624;638;671;W;BatteryExternalStatsWorker;error reading modem stats:ERROR_PHONE_NOT_AVAILABLE
04-23;12:26:10.938;638;662;I;UsageStatsService;User[0] Flushing usage stats to disk
04-23;12:26:21.387;638;663;I;DropBoxManagerService;add tag=system_server_wtf isTagEnabled=true flags=0x2
04-23;12:26:21.394;638;663;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187958} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (2 skipped)
04-23;12:26:23.396;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;12:26:23.397;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;12:26:23.462;638;6954;I;DropBoxManagerService;add tag=platform_stats_bookmark isTagEnabled=true flags=0x2
04-23;12:26:23.465;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.stats.service.DropBoxEntryAddedReceiver
04-23;12:26:23.465;638;663;W;BroadcastQueue;Background execution not allowed: receiving Intent { act=android.intent.action.DROPBOX_ENTRY_ADDED flg=0x10 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
04-23;12:26:38.504;638;4563;W;ProcessStats;Tracking association SourceState{4b2854b com.google.android.katniss:interactor/10047 BTopFgs #187987} whose proc state 2 is better than process ProcessState{7a1cb28 com.google.android.tv.remote.service/10042 pkg=com.google.android.tv.remote.service} proc state 3 (38 skipped)
